NACA 64A-028
1.00000000	0.00000000
0.99774849	0.00252153
0.99315294	0.00442031
0.98697819	0.00617911
0.97934267	0.00798443
0.97030589	0.00995640
0.95991785	0.01219785
0.94823224	0.01481616
0.93531193	0.01793130
0.92121016	0.02159216
0.90596026	0.02575405
0.88958335	0.03032340
0.87209458	0.03517871
0.85352790	0.04025444
0.83394548	0.04557590
0.81341171	0.05116637
0.79198994	0.05703492
0.76973732	0.06315792
0.74671087	0.06950251
0.72297033	0.07603729
0.69856707	0.08269254
0.67355964	0.08941672
0.64799631	0.09611128
0.62192850	0.10267755
0.59541337	0.10902656
0.56850746	0.11505030
0.54127884	0.12067325
0.51379530	0.12579977
0.48613177	0.13034721
0.45836117	0.13418519
0.43056479	0.13717661
0.40283653	0.13919817
0.37527843	0.13999721
0.34802092	0.13946224
0.32118578	0.13789228
0.29487165	0.13548069
0.26917383	0.13229306
0.24418048	0.12840731
0.21997817	0.12387764
0.19665265	0.11874507
0.17429329	0.11302801
0.15297321	0.10680387
0.13275912	0.10015290
0.11373678	0.09308979
0.09600190	0.08561332
0.07962502	0.07779195
0.06464364	0.06975544
0.05115054	0.06152474
0.03925522	0.05311742
0.02900620	0.04466073
0.02039602	0.03634177
0.01336319	0.02837826
0.00776110	0.02101963
0.00368113	0.01432594
0.00128927	0.00837406
0.00023146	0.00351332
0.00000000	0.00000000
0.00023146	-0.00351332
0.00128927	-0.00837406
0.00368113	-0.01432594
0.00776110	-0.02101963
0.01336319	-0.02837826
0.02039602	-0.03634177
0.02900620	-0.04466073
0.03925522	-0.05311742
0.05115054	-0.06152474
0.06464364	-0.06975544
0.07962502	-0.07779195
0.09600190	-0.08561332
0.11373678	-0.09308979
0.13275912	-0.10015290
0.15297321	-0.10680387
0.17429329	-0.11302801
0.19665265	-0.11874507
0.21997817	-0.12387764
0.24418048	-0.12840731
0.26917383	-0.13229306
0.29487165	-0.13548069
0.32118578	-0.13789228
0.34802092	-0.13946224
0.37527843	-0.13999721
0.40283653	-0.13919817
0.43056479	-0.13717661
0.45836117	-0.13418519
0.48613177	-0.13034721
0.51379530	-0.12579977
0.54127884	-0.12067325
0.56850746	-0.11505030
0.59541337	-0.10902656
0.62192850	-0.10267755
0.64799631	-0.09611128
0.67355964	-0.08941672
0.69856707	-0.08269254
0.72297033	-0.07603729
0.74671087	-0.06950251
0.76973732	-0.06315792
0.79198994	-0.05703492
0.81341171	-0.05116637
0.83394548	-0.04557590
0.85352790	-0.04025444
0.87209458	-0.03517871
0.88958335	-0.03032340
0.90596026	-0.02575405
0.92121016	-0.02159216
0.93531193	-0.01793130
0.94823224	-0.01481616
0.95991785	-0.01219785
0.97030589	-0.00995640
0.97934267	-0.00798443
0.98697819	-0.00617911
0.99315294	-0.00442031
0.99774849	-0.00252153
1.00000000	0.00000000

