NACA 64A-409
1.00000000	0.00000000
0.99694118	0.00124316
0.99228037	0.00226176
0.98623290	0.00339960
0.97882899	0.00471035
0.97009710	0.00623329
0.96006868	0.00800593
0.94878004	0.01007087
0.93626794	0.01245049
0.92256476	0.01512445
0.90770151	0.01804967
0.89170577	0.02114910
0.87460843	0.02434374
0.85647222	0.02770570
0.83735678	0.03127721
0.81728899	0.03490788
0.79630501	0.03847195
0.77445056	0.04186950
0.75180062	0.04516418
0.72842112	0.04835661
0.70437828	0.05143774
0.67973776	0.05438013
0.65456728	0.05715715
0.62893618	0.05974036
0.60291563	0.06210303
0.57657920	0.06422927
0.55000082	0.06609454
0.52325604	0.06768144
0.49642032	0.06895512
0.46957065	0.06988959
0.44278508	0.07046529
0.41614211	0.07064832
0.38972143	0.07039291
0.36360273	0.06971643
0.33786231	0.06869016
0.31257448	0.06735329
0.28781242	0.06572530
0.26364749	0.06382678
0.24014922	0.06167737
0.21738563	0.05929205
0.19542275	0.05668654
0.17432414	0.05387930
0.15415064	0.05089226
0.13495899	0.04775707
0.11680630	0.04448633
0.09974791	0.04109106
0.08383588	0.03758817
0.06911449	0.03401804
0.05562807	0.03040777
0.04342494	0.02676273
0.03255188	0.02309405
0.02305692	0.01941478
0.01499563	0.01573348
0.00844496	0.01204873
0.00355542	0.00832594
0.00061965	0.00459090
-0.00024994	0.00135890
0.00084304	-0.00175293
0.00421172	-0.00499017
0.00977147	-0.00741047
0.01696992	-0.00922751
0.02559409	-0.01073333
0.03556835	-0.01203856
0.04684486	-0.01319675
0.05938251	-0.01423972
0.07314106	-0.01519038
0.08807864	-0.01607306
0.10415262	-0.01688751
0.12131837	-0.01761496
0.13952724	-0.01825991
0.15872786	-0.01883164
0.17886651	-0.01933592
0.19988746	-0.01975798
0.22173230	-0.02009188
0.24434031	-0.02033375
0.26764865	-0.02048145
0.29159259	-0.02053317
0.31610562	-0.02048033
0.34111960	-0.02031283
0.36656486	-0.02002095
0.39237005	-0.01957227
0.41846147	-0.01890308
0.44476513	-0.01800583
0.47120863	-0.01693274
0.49771951	-0.01572199
0.52422493	-0.01439693
0.55065263	-0.01298688
0.57693127	-0.01152973
0.60298906	-0.01004423
0.62875529	-0.00855652
0.65415961	-0.00708411
0.67913341	-0.00565683
0.70360919	-0.00430460
0.72752089	-0.00306154
0.75080386	-0.00196438
0.77339431	-0.00104228
0.79523047	-0.00034412
0.81625219	0.00002825
0.83639664	0.00016685
0.85560577	0.00018437
0.87382605	0.00021976
0.89100720	0.00024847
0.90710183	0.00022604
0.92206550	0.00020766
0.93585685	0.00016564
0.94843754	0.00006589
0.95977230	-0.00010381
0.96982985	-0.00031273
0.97858320	-0.00051311
0.98600906	-0.00066280
0.99208735	-0.00071861
0.99679903	-0.00062305
1.00000000	0.00000000

